source,psq_entity_key,id,name,vat_number,kvk_number,country,last_trx_date,activity_detail_status,merchant_activity_status,type_of_activity,contracting_method,legal_form,mcc,vintage_date,contract_status,active_contracts,contract_category_descriptions
PASS,PASS:2002701285-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2002701285-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Blue Harbor Cafe 03651,VAT800003650,70003650,BE,2025-02-22,Active in last 12 months,Inactive,CP,F2F,,5812,2023-06-01,ActiveBO,1,Travel services
Way4,Way4:2001231725-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2001231725-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Atlas Mobility 03652,VAT800003651,70003651,FR,2025-02-27,Inactive >12 months,Active,CNP,NF2F,,5999,2023-06-18,Entered,2,Public sector
PASS,PASS:2001263104-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2001263104-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Greenline Retail 03653,VAT800003652,70003652,LU,2025-03-04,Never transacted,Inactive,CP+CNP,F2F+NF2F,,5732,2023-07-05,Terminated,3,Mobility services
Way4,Way4:2001416148-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2001416148-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Pixel Commerce 03654,VAT800003653,70003653,ES,2025-03-09,Active in last 12 months,Active,CP,F2F,,7011,2023-07-22,Active,4,Retail payments
PASS,PASS:2000828515-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2000828515-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Urban Travel Hub 03655,VAT800003654,70003654,DE,2025-03-14,Inactive >12 months,Inactive,CNP,NF2F,,7999,2023-08-08,Cancelled,5,Hospitality terminals
Way4,Way4:2002701296-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2002701296-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Nova Pharmacy 03656,VAT800003655,70003655,GB,2025-03-19,Never transacted,Active,CP+CNP,F2F+NF2F,,4121,2023-08-25,ActiveBO,1,Digital commerce
PASS,PASS:2001166516-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2001166516-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Lumen Services 03657,VAT800003656,70003656,AT,2025-03-24,Active in last 12 months,Inactive,CP,F2F,,4900,2023-09-11,Entered,2,Travel services
Way4,Way4:2002616175-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2002616175-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Northstar Market 03658,VAT800003657,70003657,NL,2025-03-29,Inactive >12 months,Active,CNP,NF2F,,5411,2023-09-28,Terminated,3,Public sector
PASS,PASS:2001577133-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2001577133-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Blue Harbor Cafe 03659,VAT800003658,70003658,BE,2025-04-03,Never transacted,Inactive,CP+CNP,F2F+NF2F,,5812,2023-10-15,Active,4,Mobility services
Way4,Way4:2001420277-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2001420277-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Atlas Mobility 03660,VAT800003659,70003659,FR,2025-04-08,Active in last 12 months,Active,CP,F2F,,5999,2023-11-01,Cancelled,5,Retail payments
PASS,PASS:2001456042-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2001456042-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Greenline Retail 03661,VAT800003660,70003660,LU,2025-04-13,Inactive >12 months,Inactive,CNP,NF2F,,5732,2023-11-18,ActiveBO,1,Hospitality terminals
Way4,Way4:2000625932-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2000625932-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Pixel Commerce 03662,VAT800003661,70003661,ES,2025-04-18,Never transacted,Active,CP+CNP,F2F+NF2F,,7011,2023-12-05,Entered,2,Digital commerce
PASS,PASS:2000686559-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2000686559-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Urban Travel Hub 03663,VAT800003662,70003662,DE,2025-04-23,Active in last 12 months,Inactive,CP,F2F,,7999,2023-12-22,Terminated,3,Travel services
Way4,Way4:2002530556-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2002530556-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Nova Pharmacy 03664,VAT800003663,70003663,GB,2025-04-28,Inactive >12 months,Active,CNP,NF2F,,4121,2024-01-08,Active,4,Public sector
PASS,PASS:2002607028-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2002607028-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Lumen Services 03665,VAT800003664,70003664,AT,2025-05-03,Never transacted,Inactive,CP+CNP,F2F+NF2F,,4900,2024-01-25,Cancelled,5,Mobility services
Way4,Way4:2002700812-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2002700812-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Northstar Market 03666,VAT800003665,70003665,NL,2025-05-08,Active in last 12 months,Active,CP,F2F,,5411,2024-02-11,ActiveBO,1,Retail payments
PASS,PASS:2001161026-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2001161026-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Blue Harbor Cafe 03667,VAT800003666,70003666,BE,2025-05-13,Inactive >12 months,Inactive,CNP,NF2F,,5812,2024-02-28,Entered,2,Hospitality terminals
Way4,Way4:2001548613-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2001548613-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Atlas Mobility 03668,VAT800003667,70003667,FR,2025-05-18,Never transacted,Active,CP+CNP,F2F+NF2F,,5999,2024-03-16,Terminated,3,Digital commerce
PASS,PASS:2001243502-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2001243502-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Greenline Retail 03669,VAT800003668,70003668,LU,2025-05-23,Active in last 12 months,Inactive,CP,F2F,,5732,2024-04-02,Active,4,Travel services
Way4,Way4:2001372329-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2001372329-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Pixel Commerce 03670,VAT800003669,70003669,ES,2025-05-28,Inactive >12 months,Active,CNP,NF2F,,7011,2024-04-19,Cancelled,5,Public sector
PASS,PASS:2001384831-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2001384831-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Urban Travel Hub 03671,VAT800003670,70003670,DE,2025-06-02,Never transacted,Inactive,CP+CNP,F2F+NF2F,,7999,2024-05-06,ActiveBO,1,Mobility services
Way4,Way4:2001626444-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2001626444-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Nova Pharmacy 03672,VAT800003671,70003671,GB,2025-06-07,Active in last 12 months,Active,CP,F2F,,4121,2024-05-23,Entered,2,Retail payments
PASS,PASS:2001629591-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2001629591-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Lumen Services 03673,VAT800003672,70003672,AT,2025-06-12,Inactive >12 months,Inactive,CNP,NF2F,,4900,2024-06-09,Terminated,3,Hospitality terminals
Way4,Way4:2001425252-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2001425252-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Northstar Market 03674,VAT800003673,70003673,NL,2025-06-17,Never transacted,Active,CP+CNP,F2F+NF2F,,5411,2024-06-26,Active,4,Digital commerce
PASS,PASS:2000217192-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2000217192-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Blue Harbor Cafe 03675,VAT800003674,70003674,BE,2025-06-22,Active in last 12 months,Inactive,CP,F2F,,5812,2024-07-13,Cancelled,5,Travel services
Way4,Way4:2000693032-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2000693032-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Atlas Mobility 03676,VAT800003675,70003675,FR,2025-06-27,Inactive >12 months,Active,CNP,NF2F,,5999,2024-07-30,ActiveBO,1,Public sector
PASS,PASS:2002560722-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2002560722-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Greenline Retail 03677,VAT800003676,70003676,LU,2025-07-02,Never transacted,Inactive,CP+CNP,F2F+NF2F,,5732,2024-08-16,Entered,2,Mobility services
Way4,Way4:2001166176-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2001166176-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Pixel Commerce 03678,VAT800003677,70003677,ES,2025-07-07,Active in last 12 months,Active,CP,F2F,,7011,2024-09-02,Terminated,3,Retail payments
PASS,PASS:2001166249-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2001166249-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Urban Travel Hub 03679,VAT800003678,70003678,DE,2025-07-12,Inactive >12 months,Inactive,CNP,NF2F,,7999,2024-09-19,Active,4,Hospitality terminals
Way4,Way4:2001172974-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2001172974-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Nova Pharmacy 03680,VAT800003679,70003679,GB,2025-07-17,Never transacted,Active,CP+CNP,F2F+NF2F,,4121,2024-10-06,Cancelled,5,Digital commerce
PASS,PASS:2001196156-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2001196156-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Lumen Services 03681,VAT800003680,70003680,AT,2025-07-22,Active in last 12 months,Inactive,CP,F2F,,4900,2024-10-23,ActiveBO,1,Travel services
Way4,Way4:2001228686-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2001228686-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Northstar Market 03682,VAT800003681,70003681,NL,2025-07-27,Inactive >12 months,Active,CNP,NF2F,,5411,2024-11-09,Entered,2,Public sector
PASS,PASS:2001239491-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2001239491-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Blue Harbor Cafe 03683,VAT800003682,70003682,BE,2025-08-01,Never transacted,Inactive,CP+CNP,F2F+NF2F,,5812,2024-11-26,Terminated,3,Mobility services
Way4,Way4:2001241275-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2001241275-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Atlas Mobility 03684,VAT800003683,70003683,FR,2025-08-06,Active in last 12 months,Active,CP,F2F,,5999,2024-12-13,Active,4,Retail payments
PASS,PASS:2001267975-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2001267975-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Greenline Retail 03685,VAT800003684,70003684,LU,2025-08-11,Inactive >12 months,Inactive,CNP,NF2F,,5732,2024-12-30,Cancelled,5,Hospitality terminals
Way4,Way4:2001280548-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2001280548-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Pixel Commerce 03686,VAT800003685,70003685,ES,2025-08-16,Never transacted,Active,CP+CNP,F2F+NF2F,,7011,2025-01-16,ActiveBO,1,Digital commerce
PASS,PASS:2001588267-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2001588267-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Urban Travel Hub 03687,VAT800003686,70003686,DE,2025-08-21,Active in last 12 months,Inactive,CP,F2F,,7999,2025-02-02,Entered,2,Travel services
Way4,Way4:2001379846-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2001379846-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Nova Pharmacy 03688,VAT800003687,70003687,GB,2025-08-26,Inactive >12 months,Active,CNP,NF2F,,4121,2025-02-19,Terminated,3,Public sector
PASS,PASS:2001383428-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2001383428-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Lumen Services 03689,VAT800003688,70003688,AT,2025-08-31,Never transacted,Inactive,CP+CNP,F2F+NF2F,,4900,2025-03-08,Active,4,Mobility services
Way4,Way4:2001652097-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2001652097-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Northstar Market 03690,VAT800003689,70003689,NL,2025-09-05,Active in last 12 months,Active,CP,F2F,,5411,2025-03-25,Cancelled,5,Retail payments
PASS,PASS:2002513899-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2002513899-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Blue Harbor Cafe 03691,VAT800003690,70003690,BE,2025-09-10,Inactive >12 months,Inactive,CNP,NF2F,,5812,2025-04-11,ActiveBO,1,Hospitality terminals
Way4,Way4:2001599129-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2001599129-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Atlas Mobility 03692,VAT800003691,70003691,FR,2025-09-15,Never transacted,Active,CP+CNP,F2F+NF2F,,5999,2025-04-28,Entered,2,Digital commerce
PASS,PASS:2002700635-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2002700635-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Greenline Retail 03693,VAT800003692,70003692,LU,2025-09-20,Active in last 12 months,Inactive,CP,F2F,,5732,2025-05-15,Terminated,3,Travel services
Way4,Way4:2001175868-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2001175868-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Pixel Commerce 03694,VAT800003693,70003693,ES,2025-09-25,Inactive >12 months,Active,CNP,NF2F,,7011,2025-06-01,Active,4,Public sector
PASS,PASS:2001286945-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2001286945-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Urban Travel Hub 03695,VAT800003694,70003694,DE,2025-09-30,Never transacted,Inactive,CP+CNP,F2F+NF2F,,7999,2025-06-18,Cancelled,5,Mobility services
Way4,Way4:2001441851-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2001441851-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Nova Pharmacy 03696,VAT800003695,70003695,GB,2025-10-05,Active in last 12 months,Active,CP,F2F,,4121,2025-07-05,ActiveBO,1,Retail payments
PASS,PASS:2002517533-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2002517533-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Lumen Services 03697,VAT800003696,70003696,AT,2025-10-10,Inactive >12 months,Inactive,CNP,NF2F,,4900,2025-07-22,Entered,2,Hospitality terminals
Way4,Way4:2002567255-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2002567255-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Northstar Market 03698,VAT800003697,70003697,NL,2025-10-15,Never transacted,Active,CP+CNP,F2F+NF2F,,5411,2025-08-08,Terminated,3,Digital commerce
PASS,PASS:2002581592-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2002581592-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Blue Harbor Cafe 03699,VAT800003698,70003698,BE,2025-10-20,Active in last 12 months,Inactive,CP,F2F,,5812,2025-08-25,Active,4,Travel services
Way4,Way4:2002700292-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2002700292-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Atlas Mobility 03700,VAT800003699,70003699,FR,2025-10-25,Inactive >12 months,Active,CNP,NF2F,,5999,2025-09-11,Cancelled,5,Public sector
PASS,PASS:2002700973-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2002700973-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Greenline Retail 03701,VAT800003700,70003700,LU,2025-10-30,Never transacted,Inactive,CP+CNP,F2F+NF2F,,5732,2025-09-28,ActiveBO,1,Mobility services
Way4,Way4:2001178557-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2001178557-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Pixel Commerce 03702,VAT800003701,70003701,ES,2025-11-04,Active in last 12 months,Active,CP,F2F,,7011,2025-10-15,Entered,2,Retail payments
PASS,PASS:2001574665-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2001574665-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Urban Travel Hub 03703,VAT800003702,70003702,DE,2025-11-09,Inactive >12 months,Inactive,CNP,NF2F,,7999,2025-11-01,Terminated,3,Hospitality terminals
Way4,Way4:2000221173-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2000221173-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Nova Pharmacy 03704,VAT800003703,70003703,GB,2025-11-14,Never transacted,Active,CP+CNP,F2F+NF2F,,4121,2025-11-18,Active,4,Digital commerce
PASS,PASS:2001626797-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2001626797-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Lumen Services 03705,VAT800003704,70003704,AT,2025-11-19,Active in last 12 months,Inactive,CP,F2F,,4900,2025-12-05,Cancelled,5,Travel services
Way4,Way4:2001667817-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2001667817-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Northstar Market 03706,VAT800003705,70003705,NL,2025-11-24,Inactive >12 months,Active,CNP,NF2F,,5411,2025-12-22,ActiveBO,1,Public sector
PASS,PASS:2000661114-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2000661114-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Blue Harbor Cafe 03707,VAT800003706,70003706,BE,2025-11-29,Never transacted,Inactive,CP+CNP,F2F+NF2F,,5812,2021-02-03,Entered,2,Mobility services
Way4,Way4:2002572577-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2002572577-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Atlas Mobility 03708,VAT800003707,70003707,FR,2025-12-04,Active in last 12 months,Active,CP,F2F,,5999,2021-02-20,Terminated,3,Retail payments
PASS,PASS:2002574367-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2002574367-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Greenline Retail 03709,VAT800003708,70003708,LU,2025-12-09,Inactive >12 months,Inactive,CNP,NF2F,,5732,2021-03-09,Active,4,Hospitality terminals
Way4,Way4:2002614547-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2002614547-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Pixel Commerce 03710,VAT800003709,70003709,ES,2025-12-14,Never transacted,Active,CP+CNP,F2F+NF2F,,7011,2021-03-26,Cancelled,5,Digital commerce
PASS,PASS:2002701245-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2002701245-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Urban Travel Hub 03711,VAT800003710,70003710,DE,2025-12-19,Active in last 12 months,Inactive,CP,F2F,,7999,2021-04-12,ActiveBO,1,Travel services
Way4,Way4:2001141033-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2001141033-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Nova Pharmacy 03712,VAT800003711,70003711,GB,2025-12-24,Inactive >12 months,Active,CNP,NF2F,,4121,2021-04-29,Entered,2,Public sector
PASS,PASS:2002523711-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,2002523711-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B03,Lumen Services 03713,VAT800003712,70003712,AT,2025-12-29,Never transacted,Inactive,CP+CNP,F2F+NF2F,,4900,2021-05-16,Terminated,3,Mobility services
